costat,curcd,datafmt,indfmt,consol,gvkey,datadate,conm,tic,fyrc,sic,ebitda,revt
A,USD,STD,INDL,C,174858,2023-03-31,WISDOMTREE US MIDCAP DV FUND,DON,3,6722,,
A,USD,STD,INDL,C,174861,2023-03-31,WISDOMTREE US TOTAL DIV FUND,DTD,3,6722,,
A,USD,STD,INDL,C,174862,2023-03-31,WISDOMTREE US SMALLCAP DIVID,DES,3,6722,,
A,CAD,STD,INDL,C,174887,2023-12-31,PRECIOUS METALS & MINING TR,PMMTF,12,6726,,
A,USD,STD,INDL,C,174888,2023-12-31,PROSHARES ULTRA DOW30,DDM,12,6722,,
A,USD,STD,INDL,C,174889,2023-12-31,PROSHARES SHORT MIDCAP400,MYY,12,6722,,
A,USD,STD,INDL,C,174890,2023-12-31,PROSHARES ULTRA MIDCAP400,MVV,12,6722,,
A,USD,STD,INDL,C,174891,2023-12-31,PROSHARES SHORT S&P500,SH,12,6722,,
A,USD,STD,INDL,C,174892,2023-12-31,PROSHARES SHORT DOW30,DOG,12,6722,,
A,USD,STD,INDL,C,174893,2023-12-31,PROSHARES ULTRA S&P500,SSO,12,6722,,
A,USD,STD,INDL,C,174894,2023-12-31,PROSHARES SHORT QQQ,PSQ,12,6722,,
A,USD,STD,INDL,C,174895,2023-12-31,PROSHARES ULTRA QQQ,QLD,12,6722,,
A,USD,STD,INDL,C,174896,2023-06-30,SPDR S&P PHARMACEUTICALS ETF,XPH,6,6722,,
A,USD,STD,INDL,C,174898,2023-06-30,SPDR S&P OIL&GAS EQUIP & SVC,XES,6,6722,,
A,USD,STD,INDL,C,174899,2023-06-30,SPDR S&P REGIONAL BKG ETF,KRE,6,6722,,
A,USD,STD,INDL,C,174900,2023-06-30,SPDR S&P OIL&GAS EXPL & PROD,XOP,6,6722,,
A,USD,STD,INDL,C,174901,2023-06-30,SPDR S&P RETAIL ETF,XRT,6,6722,,
A,USD,STD,INDL,C,174902,2023-06-30,SPDR S&P METALS & MINING ETF,XME,6,6722,,
A,USD,STD,INDL,C,174926,2023-12-31,NEXPOINT DIVERSIFIED RE TS,NXDT,12,6726,,
A,USD,STD,INDL,C,174929,2023-12-31,FIRST TR NYS ARCA BIOTECH FD,FBT,12,6722,,
A,USD,STD,INDL,C,174930,2023-12-31,FIRST TR DJ INTERNT IDX FD,FDN,12,6722,,
A,USD,STD,INDL,C,174937,2023-12-31,INVS CURRSHS AUSTRALIAN DOLL,FXA,12,6722,,
A,USD,STD,INDL,C,174941,2023-12-31,INVS CURRSHS BRITISH PD STR,FXB,12,6722,,
A,USD,STD,INDL,C,174942,2023-12-31,INVS CURRSHS CANADIAN DOLLAR,FXC,12,6722,,
A,USD,STD,INDL,C,174944,2023-12-31,INVS CURRSHS SWISS FRANC TR,FXF,12,6722,,
A,USD,STD,INDL,C,175007,2023-12-31,ALLEGIANT TRAVEL CO,ALGT,12,4512,472.7560,2509.8570
A,USD,STD,INDL,C,175008,2023-12-31,AMICUS THERAPEUTICS INC,FOLD,12,2836,-65.6210,399.3560
A,CAD,STD,INDL,C,175012,2023-12-31,BLUE SKY URANIUM CORP,BKUCF,12,1090,-4.1770,0.0000
A,USD,STD,INDL,C,175071,2023-08-31,ENERTOPIA CORP,ENRT,8,1400,-1.2250,0.0000
A,CAD,STD,INDL,C,175078,2023-12-31,CANFOR PULP PRODUCTS INC,CFPUF,12,2400,-39.3000,875.5000
A,USD,STD,FS,C,175083,2023-12-31,NORTHEAST COMMUNITY BANCORP,NECB,12,6036,,135.8270
A,USD,STD,INDL,C,175083,2023-12-31,NORTHEAST COMMUNITY BANCORP,NECB,12,6036,77.0690,135.8270
A,USD,STD,INDL,C,175113,2023-12-31,FIRST TRUST CAP STRENGTH ETF,FTCS,12,6722,,
A,USD,STD,FS,C,175121,2023-12-31,GENERATIONS BANCORP NY INC,GBNY,12,6035,,18.2530
A,USD,STD,INDL,C,175121,2023-12-31,GENERATIONS BANCORP NY INC,GBNY,12,6035,1.6500,18.2530
A,USD,STD,INDL,C,175138,2023-12-31,PROSHARES ULTRASHORT S&P500,SDS,12,6722,,
A,USD,STD,INDL,C,175139,2023-12-31,PROSHARES ULTRASHORT MDCP400,MZZ,12,6722,,
A,USD,STD,INDL,C,175140,2023-12-31,PROSHARES ULTRASHORT QQQ,QID,12,6722,,
A,USD,STD,INDL,C,175141,2023-12-31,PROSHARES ULTRASHORT DOW30,DXD,12,6722,,
A,CAD,STD,INDL,C,175151,2023-10-31,SONA NANOTECH INC,SNANF,10,1000,-2.1920,0.0000
A,USD,STD,INDL,C,175177,2023-04-30,ISHARES US HOME CONSTR ETF,ITB,4,6722,,
A,USD,STD,INDL,C,175178,2023-04-30,ISHARES US AEROSP & DEFENSE,ITA,4,6722,,
A,USD,STD,INDL,C,175179,2023-04-30,ISHARES US REGIONAL BANKS,IAT,4,6722,,
A,USD,STD,INDL,C,175180,2023-12-31,ISHARES MORNINGSTAR MID-CAP,IMCB,12,6722,,
A,USD,STD,INDL,C,175181,2023-12-31,ISHARES MSTAR MID-CAP GROWTH,IMCG,12,6722,,
A,USD,STD,INDL,C,175182,2023-12-31,ISHARES MSTAR MID-CAP VALUE,IMCV,12,6722,,
A,USD,STD,INDL,C,175183,2023-12-31,ISHARES MORNINGSTAR SMALL-CP,ISCB,12,6722,,
A,USD,STD,INDL,C,175184,2023-12-31,ISHARES MSTAR SMALL-CAP GRW,ISCG,12,6722,,
A,USD,STD,INDL,C,175190,2023-12-31,INVESCO HG YLD EQ DV ACH ETF,PEY,12,6722,,
A,USD,STD,INDL,C,175191,2023-12-31,INVESCO GOLDN DRGN CHINA ETF,PGJ,12,6722,,
A,USD,STD,INDL,C,175193,2023-12-31,ISHARES MSTAR SMALL-CAP VAL,ISCV,12,6722,,
A,USD,STD,INDL,C,175194,2023-12-31,ISHARES ESG OPT MSCI USA ETF,SUSA,12,6722,,
A,USD,STD,INDL,C,175195,2023-12-31,ISHARES MSCI EAFE VALUE ETF,EFV,12,6722,,
A,USD,STD,INDL,C,175196,2023-12-31,ISHARES MSCI EAFE GROWTH ETF,EFG,12,6722,,
A,USD,STD,INDL,C,175197,2023-12-31,ISHARES MICRO-CAP ETF,IWC,12,6722,,
A,USD,STD,INDL,C,175201,2023-12-31,INVESCO WILDERHILL CLEAN ENE,PBW,12,6722,,
A,USD,STD,INDL,C,175202,2023-12-31,INVESCO LARGE CAP GROWTH ETF,PWB,12,6722,,
A,USD,STD,INDL,C,175203,2023-12-31,INVESCO LARGE CAP VALUE ETF,PWV,12,6722,,
A,USD,STD,INDL,C,175204,2023-04-30,INVESCO S&P MIDCAP MOMEN ETF,XMMO,4,6722,,
A,USD,STD,INDL,C,175206,2023-04-30,INVESCO S&P SMALLCAP VAL ETF,XSVM,4,6722,,
A,USD,STD,INDL,C,175207,2023-04-30,INVESCO S&P SMALLCAP MOM ETF,XSMO,4,6722,,
A,USD,STD,INDL,C,175208,2023-04-30,INVESCO S&P MIDCAP VALUE ETF,XMVM,4,6722,,
A,USD,STD,INDL,C,175209,2023-04-30,ISHARES US INSURANCE ETF,IAK,4,6722,,
A,USD,STD,INDL,C,175210,2023-04-30,ISHARES US BROKER-DEALERS,IAI,4,6722,,
A,USD,STD,INDL,C,175211,2023-04-30,ISHARES US MEDICAL DEVICES,IHI,4,6722,,
A,USD,STD,INDL,C,175212,2023-04-30,ISHARES US HEALTHCARE PRVDRS,IHF,4,6722,,
A,USD,STD,INDL,C,175213,2023-04-30,ISHARES US PHARMACEUTICALS,IHE,4,6722,,
A,USD,STD,INDL,C,175215,2023-04-30,ISHARES US OIL EQUIP & SVCS,IEZ,4,6722,,
A,USD,STD,INDL,C,175216,2023-04-30,ISHARES US O&G EXP&PROD ETF,IEO,4,6722,,
A,USD,STD,INDL,C,175226,2023-12-31,ISHARES S&P GSCI COMDTY INDX,GSG,12,6722,,
A,USD,STD,INDL,C,175230,2023-12-31,AURA MINERALS INC,ORAAF,12,1040,134.1070,416.8940
A,USD,STD,FS,C,175263,2023-12-31,WESTERN UNION CO,WU,12,6099,,4372.6000
A,USD,STD,INDL,C,175263,2023-12-31,WESTERN UNION CO,WU,12,6099,1033.7000,4357.0000
A,USD,STD,INDL,C,175264,2023-03-31,WNS (HOLDINGS) LIMITED,WNS,3,7374,243.9090,1224.2620
A,USD,STD,INDL,C,175265,2023-12-31,ABRDN GLOBAL DYNAMIC DIVD FD,AGD,12,6726,,
A,USD,STD,INDL,C,175269,2023-12-31,CELSIUS HOLDINGS INC,CELH,12,2086,274.3770,1318.0140
A,USD,STD,INDL,C,175299,2023-12-31,DOLPHIN ENTERTAINMENT INC,DLPN,12,8700,-3.6720,43.1230
A,CAD,STD,INDL,C,175304,2023-12-31,WEST HIGH YIELD WHY RES LTD,WHYRF,12,1000,-2.8550,0.0000
A,USD,STD,FS,C,175307,2023-12-31,DOUGLAS EMMETT INC,DEI,12,6798,,1005.6520
A,USD,STD,INDL,C,175307,2023-12-31,DOUGLAS EMMETT INC,DEI,12,6798,,1004.1780
A,CAD,STD,INDL,C,175315,2023-09-30,SOL STRATEGIES INC,CYFRF,9,6799,-6.4280,-5.0350
A,USD,STD,INDL,C,175319,2023-12-31,HANESBRANDS INC,HBI,12,2300,472.4610,5636.5230
A,USD,STD,INDL,C,175342,2023-12-31,TAOPING INC,TAOP,12,7373,2.3200,38.6360
A,USD,STD,INDL,C,175404,2023-12-31,FIRST SOLAR INC,FSLR,12,3674,546.7280,3318.6020
A,USD,STD,INDL,C,175414,2023-12-31,VANGUARD MID-CAP VALUE ETF,VOE,12,6722,,
A,USD,STD,INDL,C,175417,2023-12-31,VANGUARD MID-CAP GROWTH ETF,VOT,12,6722,,
A,USD,STD,INDL,C,175424,2023-03-31,SONOMA PHARMACEUTICALS INC,SNOA,3,2834,-4.0950,13.2720
A,USD,STD,INDL,C,175442,2023-05-31,NEW ORIENTAL ED & TECH,EDU,5,8200,312.7490,2997.7600
A,USD,STD,FS,C,175449,2023-12-31,AMERICAN RIVIERA BANCORP,ARBV,12,6020,,58.1570
A,USD,STD,INDL,C,175449,2023-12-31,AMERICAN RIVIERA BANCORP,ARBV,12,6020,24.0830,58.1570
A,USD,STD,INDL,C,175457,2023-11-30,BYRNA TECHNOLOGIES INC,BYRN,11,3480,-6.5280,42.6440
A,USD,STD,INDL,C,175490,2023-12-31,YIELD10 BIOSCIENCE INC,YTENQ,12,8731,-14.1270,0.0600
A,CAD,STD,INDL,C,175493,2023-12-31,AMERICAN CREEK RESOURCES LTD,ACKRF,12,1000,-1.0720,0.0000
A,CAD,STD,INDL,C,175495,2023-12-31,TRIUMPH GOLD CORP,TIGCF,12,1040,-1.1960,0.0000
A,CAD,STD,INDL,C,175500,2023-12-31,ISHARES S&P/TSX CDN DIV ARIS,CLYLF,12,6726,,
A,USD,STD,INDL,C,175503,2023-12-31,GOLD RESOURCE CORP,GORO,12,1040,8.6030,97.7280
A,USD,STD,INDL,C,175523,2023-12-31,GLOBALSTAR INC,GSAT,12,4899,89.7890,223.8080
A,CAD,STD,INDL,C,175527,2023-12-31,PETROLYMPIC LTD,PCQRF,12,1311,-1.3540,0.0000
A,CAD,STD,INDL,C,175548,2023-12-31,NEXGENRX INC,NEGXF,12,6411,1.1640,13.8460
I,USD,STD,INDL,C,175560,2023-12-31,PARK LAWN CORP,PRRWF,12,6500,68.3650,347.6010
A,USD,STD,INDL,C,175570,2023-12-31,INVESCO RAFI US 1500 SML-MID,PRFZ,12,6722,,
A,USD,STD,INDL,C,175577,2023-12-31,ISHARES GLOBAL CONS DISC ETF,RXI,12,6722,,
A,USD,STD,INDL,C,175578,2023-12-31,ISHARES GLOBAL MATERIALS ETF,MXI,12,6722,,
A,USD,STD,INDL,C,175579,2023-12-31,ISHARES GLOBAL INDUSTRIALS,EXI,12,6722,,
A,USD,STD,INDL,C,175580,2023-12-31,ISHARES GLOBAL UTILITIES ETF,JXI,12,6722,,
A,USD,STD,INDL,C,175581,2023-12-31,ISHARES GLOBAL CONS STAPLES,KXI,12,6722,,
A,USD,STD,INDL,C,175583,2023-12-31,INVESCO ZACKS MULTI ASSET IN,CVY,12,6722,,
A,USD,STD,INDL,C,175606,2023-12-31,DANAOS CORPORATION,DAC,12,4412,708.3090,973.5830
A,USD,STD,FS,C,175607,2023-12-31,PRIMIS FINANCIAL CORP,FRST,12,6020,,237.8680
A,USD,STD,INDL,C,175607,2023-12-31,PRIMIS FINANCIAL CORP,FRST,12,6020,40.0360,237.8680
A,CAD,STD,INDL,C,175616,2023-12-31,BLACK DIAMOND GROUP LTD,BDIMF,12,1389,98.8100,393.5050
A,USD,STD,INDL,C,175635,2023-12-31,MORGAN STANLEY CHINA A SH FD,CAF,12,6726,,
A,USD,STD,INDL,C,175649,2023-12-31,INTERNATIONAL STEM CELL CORP,ISCO,12,2836,-0.4690,7.7890
A,USD,STD,INDL,C,175654,2023-12-31,WILLDAN GROUP INC,WLDN,12,8711,38.5050,510.0950
A,USD,STD,INDL,C,175662,2023-04-30,INCA ONE GOLD CORP,INCAF,4,1040,0.5370,40.2270
A,USD,STD,FS,C,175674,2023-12-31,COHEN & COMPANY INC,COHN,12,6211,,98.5900
A,USD,STD,INDL,C,175674,2023-12-31,COHEN & COMPANY INC,COHN,12,6211,7.4240,82.9810
A,USD,STD,INDL,C,175686,2023-12-31,PRIMORIS SERVICES CORP,PRIM,12,1623,365.7990,5715.3090
A,USD,STD,INDL,C,175689,2023-12-31,ARMSTRONG WORLD INDUSTRIES,AWI,12,3290,326.7000,1295.2000
A,USD,STD,INDL,C,175692,2023-12-31,INVESCO DORSEY WRI IN MO ETF,PRN,12,6726,,
A,USD,STD,INDL,C,175693,2023-12-31,INVESCO DORS WR CO ST MO ETF,PSL,12,6726,,
A,USD,STD,INDL,C,175695,2023-12-31,INVESCO DORSEY WRI HE MO ETF,PTH,12,6726,,
A,USD,STD,INDL,C,175696,2023-12-31,INVESCO DORS WR BA MA MO ETF,PYZ,12,6726,,
A,USD,STD,INDL,C,175697,2023-12-31,INVESCO DORSEY WRIGH F M ETF,PFI,12,6726,,
A,USD,STD,INDL,C,175698,2023-12-31,INVESCO DORSEY WRI TE MO ETF,PTF,12,6726,,
A,USD,STD,INDL,C,175699,2023-12-31,INVESCO DORSEY WR CO C M ETF,PEZ,12,6726,,
A,USD,STD,INDL,C,175702,2023-12-31,INVESCO DORSEY WRI EN MO ETF,PXI,12,6726,,
A,USD,STD,FS,C,175722,2023-12-31,TRUXTON CORP,TRUX,12,6020,,67.2980
A,USD,STD,INDL,C,175722,2023-12-31,TRUXTON CORP,TRUX,12,6020,26.6350,67.2980
A,USD,STD,INDL,C,175726,2023-12-31,VANECK ENVIRONMNTL SRVCS ETF,EVX,12,6726,,
A,USD,STD,INDL,C,175727,2023-12-31,VANECK STEEL ETF,SLX,12,6726,,
A,CAD,STD,INDL,C,175798,2023-12-31,LIFE & BANC SPLIT CORP,LFBCF,12,6199,27.6840,32.5810
A,USD,STD,INDL,C,175872,2023-12-31,INVESCO GBL LST PVT EQ ETF,PSP,12,6726,,
A,USD,STD,INDL,C,175873,2023-12-31,INVESCO MSCI SUST FUTURE ETF,ERTH,12,6726,,
A,USD,STD,INDL,C,175900,2023-09-30,SALLY BEAUTY HOLDINGS INC,SBH,9,5990,443.1640,3728.1310
A,USD,STD,INDL,C,175908,2023-12-31,WHERE FOOD COMES FROM INC,WFCF,12,7370,3.3310,25.1350
A,USD,STD,INDL,C,175955,2023-12-31,IPG PHOTONICS CORP,IPGP,12,3674,297.7060,1287.4390
A,USD,STD,INDL,C,175966,2023-12-31,CATALYST PHARMACEUTICALS INC,CPRX,12,2836,201.2060,398.2040
A,USD,STD,INDL,C,175982,2023-12-31,CANADIAN SOLAR INC,CSIQ,12,3674,674.1700,7613.6260
A,USD,STD,INDL,C,175985,2023-12-31,INVESCO S&P 500 EQ WT MT ETF,RSPM,12,6722,,
A,USD,STD,INDL,C,175986,2023-12-31,INVESCO S&P 500 EQ WT EG ETF,RSPG,12,6722,,
A,USD,STD,INDL,C,175987,2023-12-31,INVESCO S&P 500 EQ WT IN ETF,RSPN,12,6722,,
A,USD,STD,INDL,C,175988,2023-12-31,INVESCO S&P 500 EQUAL WEIGHT,RSPT,12,6722,,
A,USD,STD,INDL,C,175989,2023-12-31,INVESCO S&P 500 EQ WT FN ETF,RSPF,12,6722,,
A,USD,STD,INDL,C,175990,2023-12-31,INVESCO S&P 500 EQ WT HL ETF,RSPH,12,6722,,
A,USD,STD,INDL,C,175991,2023-12-31,INVESCO S&P 500 EQ WT UT ETF,RSPU,12,6722,,
A,USD,STD,INDL,C,175992,2023-12-31,INVESCO S&P 500 EQ WT CD ETF,RSPD,12,6722,,
A,USD,STD,INDL,C,175993,2023-12-31,INVESCO S&P 500 EQ WT CN ETF,RSPS,12,6722,,
A,CAD,STD,INDL,C,176007,2023-12-31,GOLDEN CROSS RESOURCES INC,ZCRMF,12,1000,-0.1060,0.0000
A,USD,STD,INDL,C,176021,2023-12-31,ALLOT LTD,ALLT,12,7372,-57.5020,93.1500
A,USD,STD,INDL,C,176022,2023-12-31,EMERGENT BIOSOLUTIONS INC,EBS,12,2836,-38.3000,1049.3000
A,CAD,STD,INDL,C,176032,2023-12-31,ISHARES CORE CN CP BD IX ETF,ISDXF,12,6722,,
A,USD,STD,INDL,C,176035,2023-12-31,NETLIST INC,NLST,12,3674,-61.3890,69.2050
A,CAD,STD,INDL,C,176041,2023-12-31,ISHARES CORE CN GT BD IX ETF,ISHXF,12,6722,,
A,CAD,STD,INDL,C,176042,2023-12-31,ISHARES CORE CDN LONG TRM BD,IOOXF,12,6722,,
A,CAD,STD,INDL,C,176045,2023-12-31,ISHARES CDN GRWTH IDX ETF,XCG.,12,6722,,
A,CAD,STD,INDL,C,176047,2023-12-31,ISHARES CDN VALUE IDX ETF,IXCVF,12,6722,,
A,USD,STD,INDL,C,176060,2023-12-31,VANGUARD HIGH DIVIDEND YIELD,VYM,12,6722,,
A,CAD,STD,INDL,C,176062,2023-12-31,DIVIDEND 15 SPLIT CORP II,DVDDF,12,6726,,
A,USD,STD,INDL,C,176071,2023-12-31,ISHARES ESG MSCI KLD 400 ETF,DSI,12,6722,,
A,USD,STD,INDL,C,176082,2023-10-31,PHARMA-BIO SERV INC,PBSV,10,8742,1.1650,16.9770
A,USD,STD,INDL,C,176092,2023-12-31,AERCAP HOLDINGS NV,AER,12,7359,5673.5690,6894.1350
A,USD,STD,INDL,C,176093,2023-12-31,COHEN & STEERS CL-END OPP FD,FOF,12,6726,,
A,CAD,STD,INDL,C,176103,2023-12-31,NORTH AMERICAN CONST GRP LTD,NOA,12,1389,235.7870,957.2200
A,CAD,STD,INDL,C,176105,2023-04-30,CANADA ENERGY PARTNERS INC,CNDPF,4,1311,-0.6020,0.0000
A,USD,STD,INDL,C,176133,2023-12-31,MAKO MNG CORP,MAKOF,12,1040,25.8790,65.9480
A,USD,STD,INDL,C,176142,2023-12-31,EATON VANCE TX-MAN DIV EQ IN,ETY,12,6726,,
A,USD,STD,INDL,C,176152,2023-12-31,GRUPO AEROPORTUARIO DEL CENT,OMAB,12,4581,515.0880,855.1790
A,USD,STD,INDL,C,176161,2023-06-30,CHINA HEALTH INDUSTRIES HLDG,CHHE,6,2834,-1.1560,0.1120
A,USD,STD,INDL,C,176169,2023-12-31,KANDI TECHNOLOGIES GROUP,KNDI,12,3790,0.2310,123.5990
A,USD,STD,INDL,C,176172,2023-12-31,INVESCO S&P MDCP QUALITY ETF,XMHQ,12,6722,,
A,USD,STD,INDL,C,176174,2023-12-31,INVESCO S&P 100 EQ WEGHT ETF,EQWL,12,6722,,
A,USD,STD,INDL,C,176176,2023-12-31,INVESCO FINANCIAL PREFRD ETF,PGF,12,6722,,
A,CAD,STD,INDL,C,176180,2023-12-31,SATELLOS BIOSCIENCE INC,MSCLF,12,2834,-15.4560,0.0000
I,USD,STD,INDL,C,176198,2023-12-31,INTELGENX TECHNOLOGIES CORP,IGXT,12,2834,-8.7250,1.0390
A,USD,STD,FS,C,176203,2023-12-31,SUMMIT BANK GROUP INC,SBKO,12,6020,,65.7300
A,USD,STD,INDL,C,176203,2023-12-31,SUMMIT BANK GROUP INC,SBKO,12,6020,19.1040,65.7300
A,USD,STD,INDL,C,176224,2023-12-31,FIRST TRUST DIVIDEND STR ETF,FTDS,12,6722,,
I,USD,STD,INDL,C,176249,2023-12-31,CARROLS RESTAURANT GROUP INC,TAST,12,5812,136.0730,1876.5040
A,USD,STD,INDL,C,176251,2023-12-31,INFORMATION SERVICES GROUP,III,12,7374,23.3830,291.0540
A,USD,STD,FS,C,176256,2023-12-31,PORTMAN RIDGE FINANCE CORP,PTMN,12,6797,,53.2850
A,USD,STD,INDL,C,176256,2023-12-31,PORTMAN RIDGE FINANCE CORP,PTMN,12,6797,60.0790,76.3150
A,USD,STD,INDL,C,176260,2023-12-31,MELCO RESORTS & ENTERTAINMEN,MLCO,12,7990,815.9630,3775.2470
A,USD,STD,INDL,C,176286,2023-12-31,INVESCO BLMBRG PRCNG PWR ETF,POWA,12,6722,,
A,USD,STD,INDL,C,176287,2023-12-31,INVESCO S&P SPIN-OFF ETF,CSD,12,6722,,
A,USD,STD,INDL,C,176304,2023-06-30,BAIJIAYUN GROUP LTD,RTCJF,12,7370,-9.9460,82.2500
A,USD,STD,INDL,C,176313,2023-12-31,SPDR DOW JONES INTL RL EST,RWX,12,6722,,
A,USD,STD,INDL,C,176314,2023-12-31,INVESCO BUYBACK ACHIEVER ETF,PKW,12,6722,,
A,CAD,STD,INDL,C,176319,2023-12-31,LYCOS ENERGY INC,LCXEF,12,1311,30.0570,86.0420
A,USD,STD,INDL,C,176333,2023-12-31,BLACKROCK CR ALLOC INCM TR,BTZ,12,6726,,
A,CAD,STD,INDL,C,176340,2023-07-31,CENTURION MINERALS LTD,CTMUF,7,1040,-0.3520,0.0000
A,USD,STD,INDL,C,176343,2023-12-31,CLEAN ENERGY FUELS CORP,CLNE,12,5500,-30.7260,425.1590
I,USD,STD,INDL,C,176346,2023-12-31,PROFIRE ENERGY INC,PFIE,12,3533,12.9620,58.2080
A,USD,STD,INDL,C,176362,2023-04-30,AEROVIRONMENT INC,AVAV,4,3721,78.0950,540.5360
A,CAD,STD,INDL,C,176368,2023-12-31,CARTIER RESOURCES INC,ECRFF,12,1040,-1.6920,0.0000
A,USD,STD,INDL,C,176378,2023-12-31,REEDS INC,REED,12,2086,-5.4040,44.7110
A,CAD,STD,INDL,C,176380,2023-12-31,GREEN SHIFT COMMODITIES LTD,GRCMF,12,1090,-2.8940,0.0000
A,USD,STD,INDL,C,176393,2023-12-31,INVESCO DB OIL FUND,DBO,12,6722,,
A,USD,STD,INDL,C,176394,2023-12-31,INVESCO DB PRECIOUS METALS,DBP,12,6722,,
A,USD,STD,INDL,C,176395,2023-12-31,INVS DB BASE METALS FUND,DBB,12,6722,,
A,USD,STD,INDL,C,176397,2023-12-31,INVS DB AGRICULTURE FUND,DBA,12,6722,,
A,USD,STD,INDL,C,176398,2023-12-31,INVESCO DB ENERGY FUND,DBE,12,6722,,
I,USD,STD,INDL,C,176412,2023-09-30,KINGFISH HOLDING CORP,KSSH,9,9995,-0.0520,0.0000
A,CAD,STD,INDL,C,176419,2023-12-31,HORIZONS BETAPRO S&PTSX60 BU,CNDU.,12,6722,,
A,CAD,STD,INDL,C,176420,2023-12-31,BETAPRO S&P TSX 60 -2X DY BR,HZRZU,12,6722,,
A,USD,STD,INDL,C,176433,2023-12-31,ISHARES 1-5 YEAR INVT GR CRP,IGSB,12,6722,,
A,USD,STD,INDL,C,176434,2023-12-31,ISHARES 10-20 YR TRSY BD ETF,TLH,12,6722,,
A,USD,STD,INDL,C,176435,2023-12-31,ISHARES 3-7 YR TREAS BD ETF,IEI,12,6722,,
A,USD,STD,INDL,C,176436,2023-12-31,ISHARES BROAD USD INV GRD BD,USIG,12,6722,,
A,USD,STD,INDL,C,176437,2023-12-31,ISHARES GOVT/CREDIT BOND ETF,GBF,12,6722,,
A,USD,STD,INDL,C,176438,2023-12-31,ISHARES 5-10 YR INVT G CRP B,IGIB,12,6722,,
A,USD,STD,INDL,C,176439,2023-12-31,ISHARES SHORT TREAS BD ETF,SHV,12,6722,,
A,USD,STD,INDL,C,176440,2023-12-31,ISHARES INTRM GOV/CREDIT BD,GVI,12,6722,,
A,CAD,STD,INDL,C,176471,2023-03-31,AVANTE CORP,ALXXF,3,7380,0.6160,19.9600
A,USD,STD,INDL,C,176480,2023-12-31,SPDR MSCI ACWI EX-US ETF,CWI,12,6722,,
A,USD,STD,INDL,C,176503,2023-12-31,UNITED HEALTH PRODUCTS INC,UEEC,12,3842,-2.4220,0.0000
A,USD,STD,INDL,C,176523,2023-12-31,NATIONAL CINEMEDIA INC,NCMI,12,7310,42.8000,165.2000
A,CAD,STD,INDL,C,176529,2023-07-31,RECYLICO BATTER MATERILS INC,AMYZF,7,1000,-10.6460,0.0000
A,USD,STD,INDL,C,176541,2023-12-31,PROSHARES SHORT RUSSELL2000,RWM,12,6722,,
A,USD,STD,INDL,C,176542,2023-12-31,PROSHARES ULTRA SMALLCAP600,SAA,12,6722,,
A,USD,STD,INDL,C,176543,2023-12-31,PROSHARES SHORT SMALLCAP600,SBB,12,6722,,
A,USD,STD,INDL,C,176544,2023-12-31,PROSHARES ULTSH SMALLCAP600,SDD,12,6722,,
A,USD,STD,INDL,C,176545,2023-12-31,PROSHARES ULTRA RUSSELL2000,UWM,12,6722,,
A,USD,STD,INDL,C,176548,2023-12-31,PROSHARES ULTSH RUSSELL2000,TWM,12,6722,,
A,USD,STD,INDL,C,176559,2023-12-31,ABRDN TOTAL DYNAMIC DIV FUND,AOD,12,6726,,
A,USD,STD,INDL,C,176560,2023-12-31,GDL FUND,GDL,12,6726,,
A,USD,STD,INDL,C,176561,2023-12-31,NUVEEN NASDAQ 100 DYN OVRWRT,QQQX,12,6726,,
A,USD,STD,INDL,C,176567,2023-06-30,SUPER MICRO COMPUTER INC,SMCI,6,3570,792.2760,7123.4820
A,USD,STD,INDL,C,176572,2023-06-30,AVIAT NETWORKS INC,AVNW,6,3663,40.3060,346.5930
A,CAD,STD,INDL,C,176578,2023-12-31,STANS ENERGY CORP,HREEF,12,1090,-0.5990,0.0000
A,USD,STD,INDL,C,176586,2023-12-31,SPDR S&P GLOBAL INFRASTR ETF,GII,12,6722,,
A,USD,STD,FS,C,176591,2023-12-31,EMPLOYERS HOLDINGS INC,EIG,12,6331,,854.6000
A,USD,STD,INDL,C,176591,2023-12-31,EMPLOYERS HOLDINGS INC,EIG,12,6331,170.0000,850.9000
A,USD,STD,INDL,C,176593,2023-12-31,CARPARTS COM INC,PRTS,12,5961,6.8450,675.7290
A,USD,STD,INDL,C,176602,2023-12-31,ENSTAR GROUP LIMITED,ESGR,12,6331,777.0000,1154.0000
A,USD,STD,INDL,C,176606,2023-12-31,PROSHARES ULTRA ENERGY,DIG,12,6722,,
A,USD,STD,INDL,C,176607,2023-12-31,PROSHARES ULTSH INDUSTRIALS,SIJ,12,6722,,
A,USD,STD,INDL,C,176609,2023-12-31,PROSHARES ULTRASHORT ENERGY,DUG,12,6722,,
A,USD,STD,INDL,C,176610,2023-12-31,PROSHARES ULTRASH CONS DISCR,SCC,12,6722,,
A,USD,STD,INDL,C,176611,2023-12-31,PROSHARES ULTSH HEALTH CARE,RXD,12,6722,,
A,USD,STD,INDL,C,176612,2023-12-31,PROSHARES ULTSH FINANCIALS,SKF,12,6722,,
A,USD,STD,INDL,C,176613,2023-12-31,PROSHARES ULTRA MATERIALS,UYM,12,6722,,
A,USD,STD,INDL,C,176614,2023-12-31,PROSHARES ULTRA HEALTH CARE,RXL,12,6722,,
